Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Units_Sold_new
Sports Direct,1185732,03/03/2021,Northeast,Connecticut,Hartford,Men's Apparel,$48.00 ,39,187,$75 ,Online,39
Foot Locker,1185732,08/07/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,$37.00 ,39,144,$76 ,Online,39
Sports Direct,1185732,9/13/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,$41.00 ,39,160,$59 ,Online,39
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,$49.00 ,39,191,$71 ,Online,39
Foot Locker,1185732,11/19/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$51.00 ,39,199,$74 ,Outlet,39
Foot Locker,1128299,2/24/2021,Southeast,Virginia,Richmond,Men's Apparel,$29.00 ,39,113,$51 ,Outlet,39
West Gear,1128299,4/24/2021,West,Oregon,Portland,Men's Apparel,$36.00 ,39,140,$59 ,Outlet,39
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Men's Apparel,$41.00 ,39,160,$51 ,Outlet,39
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,$16.00 ,39,62,$29 ,Outlet,39
Sports Direct,1185732,02/05/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,$24.00 ,39,94,$31 ,Outlet,39
Foot Locker,1185732,09/06/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,$29.00 ,39,113,$49 ,Outlet,39
Sports Direct,1185732,4/14/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,$23.00 ,39,90,$25 ,Outlet,39
Sports Direct,1185732,9/13/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,$34.00 ,39,133,$36 ,Outlet,39
Amazon,1185732,03/10/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,$30.00 ,39,117,$47 ,Outlet,39
Foot Locker,1185732,6/16/2021,Midwest,Illinois,Chicago,Men's Apparel,$56.00 ,38,213,$100 ,Online,38
Foot Locker,1185732,11/04/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$47.00 ,38,179,$88 ,Online,38
Foot Locker,1185732,11/11/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$38.00 ,38,144,$66 ,Online,38
Foot Locker,1185732,10/24/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,$34.00 ,38,129,$58 ,Online,38
Foot Locker,1185732,11/12/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,$37.00 ,38,141,$62 ,Online,38
Foot Locker,1185732,12/18/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,$36.00 ,38,137,$55 ,Online,38
Foot Locker,1185732,5/28/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,$33.00 ,38,125,$63 ,Online,38
Foot Locker,1185732,06/07/2021,Midwest,Nebraska,Omaha,Women's Apparel,$37.00 ,38,141,$86 ,Online,38
Foot Locker,1185732,07/05/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,$29.00 ,38,110,$56 ,Online,38
Foot Locker,1185732,7/19/2021,Midwest,Nebraska,Omaha,Women's Apparel,$44.00 ,38,167,$105 ,Online,38
Foot Locker,1185732,7/29/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,$38.00 ,38,144,$79 ,Online,38
Amazon,1185732,12/29/2021,Northeast,Maine,Portland,Women's Street Footwear,$41.00 ,38,156,$86 ,Online,38
Foot Locker,1128299,02/10/2021,West,Hawaii,Honolulu,Men's Apparel,$47.00 ,38,179,$54 ,Online,38
Foot Locker,1128299,2/24/2021,Southeast,Virginia,Richmond,Men's Apparel,$42.00 ,38,160,$88 ,Online,38
West Gear,1128299,2/24/2021,West,Oregon,Portland,Men's Apparel,$42.00 ,38,160,$83 ,Online,38
Amazon,1185732,5/23/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,$38.00 ,38,144,$78 ,Online,38
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Men's Apparel,$39.00 ,38,148,$73 ,Online,38
Foot Locker,1185732,5/13/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,$51.00 ,38,194,$97 ,Online,38
Foot Locker,1185732,10/12/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,$54.00 ,38,205,$96 ,Online,38
Foot Locker,1185732,02/06/2021,Midwest,Iowa,Des Moines,Men's Apparel,$38.00 ,38,144,$94 ,Online,38
Foot Locker,1185732,09/07/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$23.00 ,38,87,$39 ,Online,38
Foot Locker,1185732,10/06/2021,Midwest,Iowa,Des Moines,Men's Apparel,$42.00 ,38,160,$102 ,Online,38
West Gear,1185732,02/03/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,$38.00 ,38,144,$88 ,Online,38
West Gear,1185732,05/04/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,$32.00 ,38,122,$54 ,Online,38
West Gear,1185732,10/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,$32.00 ,38,122,$57 ,Online,38
West Gear,1185732,10/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,$41.00 ,38,156,$69 ,Online,38
West Gear,1185732,2/22/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,$34.00 ,38,129,$59 ,Online,38
West Gear,1185732,5/20/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,$36.00 ,38,137,$66 ,Online,38
Sports Direct,1185732,8/21/2021,Northeast,Maryland,Baltimore,Men's Apparel,$47.00 ,38,179,$80 ,Online,38
Kohl's,1185732,01/10/2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,$27.00 ,38,103,$51 ,Online,38
Kohl's,1185732,09/06/2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,$37.00 ,38,141,$75 ,Online,38
Kohl's,1185732,10/08/2021,Northeast,New Jersey,Newark,Men's Apparel,$58.00 ,38,220,$90 ,Online,38
Sports Direct,1185732,04/04/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,$32.00 ,38,122,$55 ,Online,38
Sports Direct,1185732,10/05/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,$50.00 ,38,190,$76 ,Online,38
Foot Locker,1185732,09/06/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,$36.00 ,38,137,$70 ,Online,38
Amazon,1185732,03/10/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,$36.00 ,38,137,$67 ,Online,38
Amazon,1185732,04/11/2021,Northeast,Vermont,Burlington,Men's Apparel,$51.00 ,38,194,$89 ,Online,38
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,$44.00 ,38,167,$70 ,Online,38
Foot Locker,1185732,12/17/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$38.00 ,38,144,$55 ,Outlet,38
Sports Direct,1185732,10/15/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,$41.00 ,38,156,$47 ,Outlet,38
Foot Locker,1185732,10/26/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$54.00 ,36,194,$87 ,Online,36
Foot Locker,1185732,11/01/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$51.00 ,36,184,$84 ,Online,36
Foot Locker,1185732,12/13/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$50.00 ,36,180,$81 ,Online,36
Foot Locker,1185732,7/23/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,$27.00 ,36,97,$53 ,Online,36
Amazon,1185732,12/30/2021,Northeast,Maine,Portland,Women's Athletic Footwear,$42.00 ,36,151,$68 ,Online,36
Amazon,1185732,12/31/2021,Northeast,Maine,Portland,Men's Apparel,$52.00 ,36,187,$69 ,Online,36
Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Women's Athletic Footwear,$49.00 ,36,176,$67 ,Online,36
Foot Locker,1128299,03/09/2021,West,Hawaii,Honolulu,Men's Apparel,$55.00 ,36,198,$51 ,Online,36
West Gear,1128299,4/24/2021,West,Oregon,Portland,Men's Apparel,$48.00 ,36,173,$86 ,Online,36
Foot Locker,1185732,01/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,$34.00 ,36,122,$49 ,Online,36
Foot Locker,1185732,10/12/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,$43.00 ,36,155,$70 ,Online,36
Sports Direct,1185732,03/08/2021,Midwest,North Dakota,Fargo,Men's Apparel,$36.00 ,36,130,$65 ,Online,36
West Gear,1185732,02/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,$29.00 ,36,104,$49 ,Online,36
West Gear,1185732,04/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,$19.00 ,36,68,$33 ,Online,36
West Gear,1185732,5/20/2021,Northeast,Maryland,Baltimore,Men's Apparel,$49.00 ,36,176,$74 ,Online,36
Sports Direct,1185732,9/20/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,$38.00 ,36,137,$68 ,Online,36
Foot Locker,1185732,02/08/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,$34.00 ,36,122,$58 ,Online,36
Foot Locker,1185732,04/07/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,$24.00 ,36,86,$45 ,Online,36
Sports Direct,1185732,9/13/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,$42.00 ,36,151,$60 ,Online,36
Foot Locker,1185732,6/28/2021,Midwest,Illinois,Chicago,Men's Apparel,$59.00 ,35,207,$95 ,Online,35
Foot Locker,1185732,10/29/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$44.00 ,35,154,$74 ,Online,35
Foot Locker,1185732,10/30/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,$38.00 ,35,133,$53 ,Online,35
Foot Locker,1185732,5/25/2021,Midwest,Nebraska,Omaha,Men's Apparel,$43.00 ,35,151,$68 ,Online,35
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Men's Apparel,$49.00 ,35,172,$87 ,Online,35
Amazon,1185732,4/22/2021,Southeast,Kentucky,Louisville,Men's Apparel,$47.00 ,35,165,$81 ,Online,35
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,$19.00 ,35,67,$30 ,Online,35
Sports Direct,1185732,04/04/2021,Northeast,Connecticut,Hartford,Men's Apparel,$46.00 ,35,161,$72 ,Online,35
Foot Locker,1185732,02/08/2021,Northeast,Rhode Island,Providence,Men's Apparel,$41.00 ,35,144,$59 ,Online,35
Sports Direct,1185732,4/14/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,$32.00 ,35,112,$44 ,Online,35
Foot Locker,1185732,06/03/2021,West,California,Los Angeles,Women's Athletic Footwear,$37.00 ,34,126,$65 ,Online,34
Foot Locker,1185732,12/17/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$48.00 ,34,163,$73 ,Online,34
Foot Locker,1185732,12/08/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,$32.00 ,34,109,$48 ,Online,34
Foot Locker,1185732,12/20/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,$52.00 ,34,177,$74 ,Online,34
Amazon,1185732,11/08/2021,Northeast,Maine,Portland,Women's Athletic Footwear,$41.00 ,34,139,$56 ,Online,34
Amazon,1185732,2/22/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,$34.00 ,34,116,$62 ,Online,34
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,$20.00 ,34,68,$34 ,Online,34
Sports Direct,1185732,10/09/2021,Midwest,North Dakota,Fargo,Men's Apparel,$45.00 ,34,153,$72 ,Online,34
Foot Locker,1185732,04/06/2021,Midwest,Iowa,Des Moines,Men's Apparel,$55.00 ,34,187,$114 ,Online,34
Foot Locker,1185732,05/07/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$33.00 ,34,112,$49 ,Online,34
West Gear,1185732,03/02/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,$29.00 ,34,99,$60 ,Online,34
West Gear,1185732,09/04/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,$23.00 ,34,78,$35 ,Online,34
Kohl's,1185732,03/06/2021,Northeast,New Jersey,Newark,Men's Apparel,$43.00 ,34,146,$66 ,Online,34
Sports Direct,1185732,02/05/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,$32.00 ,34,109,$48 ,Online,34
Sports Direct,1185732,9/13/2021,Northeast,Massachusetts,Boston,Men's Apparel,$52.00 ,34,177,$64 ,Online,34
Sports Direct,1185732,10/15/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,$53.00 ,34,180,$63 ,Online,34
Foot Locker,1185732,11/18/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$42.00 ,34,143,$57 ,Outlet,34
Foot Locker,1185732,12/18/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$40.00 ,34,136,$52 ,Outlet,34
Sports Direct,1185732,03/03/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,$27.00 ,34,92,$29 ,Outlet,34
Sports Direct,1185732,10/15/2021,Northeast,Massachusetts,Boston,Men's Apparel,$51.00 ,34,173,$49 ,Outlet,34
Foot Locker,1185732,7/27/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,$47.00 ,33,155,$79 ,Online,33
Foot Locker,1185732,7/28/2021,Midwest,Illinois,Chicago,Men's Apparel,$56.00 ,33,185,$87 ,Online,33
Foot Locker,1185732,6/15/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,$38.00 ,33,125,$63 ,Online,33
Sports Direct,1185732,01/09/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,$28.00 ,33,92,$42 ,Online,33
Sports Direct,1185732,10/09/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,$38.00 ,33,125,$50 ,Online,33
West Gear,1185732,09/04/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,$33.00 ,33,109,$71 ,Online,33
West Gear,1185732,10/03/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,$34.00 ,33,112,$48 ,Online,33
West Gear,1185732,10/03/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,$32.00 ,33,106,$43 ,Online,33
West Gear,1185732,10/03/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,$44.00 ,33,145,$91 ,Online,33
Foot Locker,1185732,1/24/2021,Northeast,West Virginia,Charleston,Men's Apparel,$42.00 ,33,139,$60 ,Online,33
West Gear,1185732,4/21/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,$24.00 ,33,79,$39 ,Online,33
Foot Locker,1185732,01/10/2021,Northeast,Connecticut,Hartford,Men's Apparel,$44.00 ,33,145,$58 ,Online,33
Foot Locker,1185732,04/07/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,$32.00 ,33,106,$53 ,Online,33
Sports Direct,1185732,4/14/2021,Northeast,Massachusetts,Boston,Men's Apparel,$49.00 ,33,162,$61 ,Online,33
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Men's Apparel,$43.00 ,33,142,$60 ,Outlet,33
Foot Locker,1185732,09/06/2021,Northeast,Rhode Island,Providence,Men's Apparel,$34.00 ,33,112,$40 ,Outlet,33
Sports Direct,1185732,1/17/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,$25.00 ,33,83,$26 ,Outlet,33
Foot Locker,1185732,09/06/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,$30.00 ,32,96,$44 ,Outlet,32
Sports Direct,1185732,10/15/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,$38.00 ,32,122,$33 ,Outlet,32
Foot Locker,1185732,11/19/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$59.00 ,31,183,$77 ,Online,31
Foot Locker,1185732,12/07/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,$24.00 ,31,74,$34 ,Online,31
Foot Locker,1185732,5/31/2021,Midwest,Nebraska,Omaha,Men's Apparel,$41.00 ,31,127,$62 ,Online,31
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Women's Street Footwear,$52.00 ,31,161,$89 ,Online,31
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Men's Apparel,$54.00 ,31,167,$69 ,Online,31
Foot Locker,1185732,03/11/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,$47.00 ,31,146,$73 ,Online,31
Sports Direct,1185732,05/10/2021,Midwest,North Dakota,Fargo,Men's Apparel,$46.00 ,31,143,$68 ,Online,31
Foot Locker,1185732,10/06/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$34.00 ,31,105,$44 ,Online,31
West Gear,1185732,03/09/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,$19.00 ,31,59,$27 ,Online,31
West Gear,1185732,2/22/2021,Northeast,Maryland,Baltimore,Men's Apparel,$41.00 ,31,127,$57 ,Online,31
West Gear,1185732,4/21/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,$32.00 ,31,99,$47 ,Online,31
Foot Locker,1185732,11/21/2021,Northeast,Maryland,Baltimore,Men's Apparel,$56.00 ,31,174,$76 ,Online,31
Foot Locker,1185732,3/13/2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,$32.00 ,31,99,$53 ,Online,31
Kohl's,1185732,10/08/2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,$48.00 ,31,149,$77 ,Online,31
Foot Locker,1185732,08/07/2021,Northeast,Rhode Island,Providence,Men's Apparel,$45.00 ,31,140,$56 ,Online,31
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Men's Apparel,$36.00 ,31,112,$33 ,Outlet,31
Foot Locker,1185732,6/16/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,$32.00 ,30,96,$46 ,Online,30
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Men's Apparel,$51.00 ,30,153,$80 ,Online,30
Sports Direct,1185732,02/09/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,$29.00 ,30,87,$39 ,Online,30
Sports Direct,1185732,04/09/2021,Midwest,North Dakota,Fargo,Men's Apparel,$58.00 ,30,174,$84 ,Online,30
West Gear,1185732,5/20/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,$37.00 ,30,111,$53 ,Online,30
Sports Direct,1185732,9/20/2021,Northeast,Maryland,Baltimore,Men's Apparel,$48.00 ,30,144,$62 ,Online,30
Kohl's,1185732,02/08/2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,$29.00 ,30,87,$46 ,Online,30
Sports Direct,1185732,03/03/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,$32.00 ,30,96,$40 ,Online,30
Foot Locker,1185732,12/19/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$43.00 ,30,129,$43 ,Outlet,30
Amazon,1185732,10/15/2021,South,Alabama,Birmingham,Women's Athletic Footwear,$25.00 ,30,75,$25 ,Outlet,30
West Gear,1128299,3/23/2021,West,Oregon,Portland,Men's Apparel,$43.00 ,30,129,$57 ,Outlet,30
Foot Locker,1185732,10/08/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,$40.00 ,30,120,$53 ,Outlet,30
Foot Locker,1185732,11/18/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$51.00 ,29,148,$70 ,Online,29
Foot Locker,1185732,12/18/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$48.00 ,29,139,$63 ,Online,29
Amazon,1185732,10/28/2021,Northeast,Maine,Portland,Men's Apparel,$49.00 ,29,142,$51 ,Online,29
Amazon,1185732,4/22/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,$42.00 ,29,122,$61 ,Online,29
Foot Locker,1185732,04/12/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,$56.00 ,29,162,$75 ,Online,29
West Gear,1185732,01/03/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$23.00 ,29,67,$30 ,Online,29
Foot Locker,1185732,10/08/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,$45.00 ,29,131,$68 ,Online,29
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Men's Apparel,$46.00 ,29,133,$52 ,Online,29
Foot Locker,1185732,06/09/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,$39.00 ,28,109,$58 ,Online,28
Foot Locker,1185732,6/22/2021,Midwest,Illinois,Chicago,Men's Apparel,$54.00 ,28,151,$71 ,Online,28
Foot Locker,1185732,6/27/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,$48.00 ,28,134,$71 ,Online,28
Foot Locker,1185732,11/05/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,$38.00 ,28,106,$45 ,Online,28
Amazon,1185732,10/15/2021,South,Alabama,Birmingham,Women's Athletic Footwear,$34.00 ,28,95,$39 ,Online,28
Foot Locker,1185732,03/05/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$14.00 ,28,39,$16 ,Online,28
Foot Locker,1185732,04/06/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$15.00 ,28,42,$19 ,Online,28
Foot Locker,1185732,12/19/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$56.00 ,27,151,$65 ,Online,27
Foot Locker,1185732,07/06/2021,Midwest,Nebraska,Omaha,Men's Apparel,$37.00 ,27,100,$48 ,Online,27
Foot Locker,1185732,7/24/2021,Midwest,Nebraska,Omaha,Men's Apparel,$48.00 ,27,130,$58 ,Online,27
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Apparel,$61.00 ,27,165,$63 ,Online,27
Amazon,1185732,3/21/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,$36.00 ,27,97,$51 ,Online,27
Kohl's,1185732,04/07/2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,$27.00 ,27,73,$37 ,Online,27
Kohl's,1185732,04/07/2021,Northeast,New Jersey,Newark,Men's Apparel,$44.00 ,27,119,$52 ,Online,27
Foot Locker,1185732,09/06/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,$39.00 ,27,105,$57 ,Online,27
Foot Locker,1185732,09/06/2021,Northeast,Rhode Island,Providence,Men's Apparel,$47.00 ,27,127,$52 ,Online,27
Sports Direct,1185732,10/15/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,$54.00 ,27,146,$55 ,Online,27
Sports Direct,1185732,10/15/2021,Northeast,Massachusetts,Boston,Men's Apparel,$62.00 ,27,167,$59 ,Online,27
Foot Locker,1185732,10/20/2020,Southeast,Florida,Miami,Women's Athletic Footwear,$29.00 ,26,75,$34 ,Online,26
Foot Locker,1185732,11/06/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,$29.00 ,26,75,$33 ,Online,26
Foot Locker,1185732,06/03/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,$39.00 ,26,101,$47 ,Online,26
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Women's Athletic Footwear,$50.00 ,26,130,$52 ,Online,26
West Gear,1128299,3/23/2021,West,Oregon,Portland,Men's Apparel,$54.00 ,26,140,$74 ,Online,26
Kohl's,1197831,03/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,$20.00 ,26,52,$25 ,Online,26
Foot Locker,1185732,5/13/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,$43.00 ,26,112,$50 ,Online,26
Sports Direct,1185732,05/10/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,$36.00 ,26,94,$41 ,Online,26
Foot Locker,1185732,01/06/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,$24.00 ,26,62,$28 ,Online,26
West Gear,1185732,04/03/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,$55.00 ,26,143,$89 ,Online,26
Sports Direct,1185732,1/17/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,$34.00 ,26,88,$34 ,Online,26
Foot Locker,1185732,11/13/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$45.00 ,26,117,$43 ,Outlet,26
Foot Locker,1185732,11/06/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$45.00 ,25,"1,125",$450 ,Outlet,25
Foot Locker,1185732,11/01/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,$35.00 ,25,875,$306 ,In-store,25
Foot Locker,1185732,11/07/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,$35.00 ,25,875,$306 ,In-store,25
Foot Locker,1185732,06/12/2021,Midwest,Nebraska,Omaha,Men's Apparel,$45.00 ,25,"1,125",$394 ,Outlet,25
Foot Locker,1185732,6/17/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,$35.00 ,25,875,$350 ,Outlet,25
Foot Locker,1185732,7/17/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,$30.00 ,25,750,$300 ,Outlet,25
Foot Locker,1185732,7/18/2021,Midwest,Nebraska,Omaha,Men's Apparel,$40.00 ,25,"1,000",$350 ,Outlet,25
